id,country_code1,hour,clicked
4254,GN,3,1
4255,IQ,17,1
4256,CM,1,1
4257,BS,20,1
4258,PW,2,0
4259,GN,14,1
4260,EE,4,1
4261,SK,22,1
4262,CR,19,1
4263,UZ,13,0
4264,CR,23,1
4265,MM,15,1
4266,UY,8,0
4267,KG,24,0
4268,LU,0,1
4269,YE,12,1
4270,DZ,4,1
4271,BE,3,0
4272,MR,10,1
4273,MZ,10,0
4274,BH,4,0
4275,ID,7,1
4276,EC,18,0
4277,CA,2,0
4278,FI,8,1
4279,MW,22,0
4280,CH,18,0
4281,EG,16,0
4282,SK,24,1
4283,SI,14,1
4284,CN,21,1
4285,BY,0,0
4286,ES,3,0
4287,AF,14,1
4288,MC,4,0
4289,BB,11,1
4290,KH,3,1
4291,LC,15,1
4292,FR,0,1
4293,CL,24,0
4294,WS,8,1
4295,TV,6,1
4296,BN,8,0
4297,DE,1,0
4298,GQ,6,1
4299,BW,18,0
4300,MD,20,1
4301,EC,8,1
4302,TO,19,0
4303,AU,10,1
4304,GE,7,0
4305,LV,9,0
4306,WS,6,0
4307,CV,4,0
4308,CM,9,0
4309,MA,1,1
4310,TG,10,1
4311,NR,18,0
4312,JP,15,1
4313,DZ,3,1
4314,HU,12,1
4315,GY,21,1
4316,AR,23,0
4317,CA,3,1
4318,TL,19,0
4319,SM,5,0
4320,DZ,4,0
4321,CO,18,0
4322,GT,24,0
4323,PT,7,0
4324,GQ,23,0
4325,CI,1,0
4326,CM,11,0
4327,IN,11,1
4328,VU,11,0
4329,PG,11,1
4330,TG,14,1
4331,IQ,6,0
4332,PA,2,0
4333,BS,9,0
4334,DO,11,1
4335,OM,10,0
4336,GT,22,1
4337,SM,13,0
4338,KR,18,1
4339,TG,18,0
4340,LS,17,1
4341,ST,23,1
4342,HR,22,1
4343,VE,1,0
4344,SD,4,1
4345,GT,15,0
4346,RO,16,1
4347,LV,21,0
4348,BG,17,1
4349,TO,10,1
4350,KI,9,0
4351,TJ,0,0
4352,TD,11,0
4353,FR,16,0
4354,BE,8,1
4355,ZM,22,1
4356,RU,17,0
4357,BG,17,1
4358,CH,21,0
4359,KI,23,0
4360,TR,3,0
4361,BR,21,1
4362,IS,5,1
4363,LK,6,0
4364,DJ,19,0
4365,SO,15,1
4366,AU,22,1
4367,KG,7,0
4368,LC,4,0
4369,JM,13,0
4370,RW,7,0
4371,RU,21,0
4372,PT,13,1
4373,SR,2,1
4374,HR,24,1
4375,LS,4,1
4376,KI,13,0
4377,MK,9,0
4378,ML,5,1
4379,AE,15,1
4380,PS,24,1
4381,GT,13,1
4382,GN,17,1
4383,UA,5,1
4384,AG,13,0
4385,DZ,11,1
4386,LR,21,0
4387,BO,17,0
4388,TO,9,0
4389,ID,17,0
4390,TD,24,0
4391,ET,21,1
4392,NG,8,1
4393,FM,13,1
4394,MG,9,0
4395,JM,9,0
4396,ZW,8,0
4397,CN,17,1
4398,VU,4,1
4399,TR,17,1
4400,TR,14,0
4401,SA,0,0
4402,KZ,0,1
4403,EE,12,0
4404,VN,13,1
4405,LR,9,1
4406,GN,14,0
4407,TD,6,1
4408,PY,14,1
4409,IQ,14,1
4410,MW,22,1
4411,BB,7,1
4412,KE,7,0
4413,KI,1,0
4414,SV,10,1
4415,KR,12,1
4416,LI,17,0
4417,ML,3,0
4418,TT,3,0
4419,FM,4,1
4420,TN,12,0
4421,TZ,22,0
4422,MU,17,1
4423,IL,8,1
4424,DJ,6,0
4425,NO,5,0
4426,HN,23,1
4427,IQ,6,1
4428,CA,3,0
4429,BW,20,1
4430,ML,10,0
4431,PS,12,0
4432,KH,17,1
4433,BW,18,0
4434,SV,24,1
4435,CY,5,1
4436,FM,19,0
4437,KZ,3,0
4438,DJ,12,0
4439,IR,24,1
4440,NR,12,0
4441,IE,7,1
4442,LB,20,0
4443,YE,24,0
4444,LR,4,0
4445,NR,5,0
4446,GD,19,0
4447,EG,16,1
4448,NO,13,0
4449,GD,11,0
4450,TM,3,1
4451,KR,9,1
4452,AG,10,1
4453,AL,11,1
4454,AO,6,0
4455,MD,17,1
4456,RU,1,1
4457,SN,12,0
4458,TD,22,1
4459,CH,15,1
4460,PT,13,0
4461,OM,6,1
4462,LA,9,0
4463,DK,3,1
4464,CL,10,0
4465,RO,0,1
4466,JM,18,1
4467,GQ,12,1
4468,TN,13,1
4469,TN,7,1
4470,MH,22,0
4471,SD,16,0
4472,KG,10,0
4473,ZA,14,0
4474,SO,23,0
4475,GN,19,0
4476,PY,16,1
4477,BT,19,1
4478,LY,0,0
4479,CA,11,1
4480,CF,16,0
4481,FI,24,0
4482,LA,6,1
4483,PG,11,0
4484,GE,3,1
4485,CH,22,0
4486,CZ,4,0
4487,AL,6,1
4488,AO,4,1
4489,MD,4,1
4490,DK,19,1
4491,AR,24,1
4492,HU,9,1
4493,QA,6,0
4494,GB,0,0
4495,LU,5,1
4496,IN,3,1
4497,SY,17,0
4498,AG,14,0
4499,ZA,23,1
4500,AL,2,1
4501,RO,6,0
4502,DJ,4,1
4503,HT,22,1
4504,JP,18,1
4505,MC,1,1
4506,DK,3,0
4507,LA,22,1
4508,MN,7,1
4509,TT,9,0
4510,UZ,1,1
4511,CM,8,0
4512,FM,8,1
4513,UZ,2,0
4514,CL,0,0
4515,TR,19,1
4516,MZ,8,1
4517,MX,13,1
4518,AD,2,1
4519,BI,1,1
4520,SB,15,0
4521,JM,1,1
4522,KG,21,1
4523,BJ,7,1
4524,DZ,6,1
4525,SV,1,1
4526,BZ,6,0
4527,MA,20,1
4528,RS,10,1
4529,DZ,8,0
4530,NL,1,0
4531,KZ,4,1
4532,ZW,10,1
4533,MH,22,0
4534,LI,23,1
4535,TV,10,1
4536,ZM,20,1
4537,KH,15,1
4538,MU,14,1
4539,MG,24,0
4540,GT,24,1
4541,KW,3,1
4542,FM,17,0
4543,UG,1,0
4544,ZM,3,0
4545,PL,15,0
4546,GQ,15,1
4547,GT,19,0
4548,PG,4,1
4549,DZ,23,0
4550,LY,13,0
4551,JM,15,0
4552,BW,5,1
4553,AF,12,0
4554,LC,13,1
4555,IS,6,1
4556,SV,2,1
4557,MK,13,0
4558,GE,19,0
4559,CL,16,0
4560,VU,7,0
4561,HR,3,0
4562,AD,7,1
4563,BS,5,0
4564,AE,12,0
4565,CY,16,0
4566,CD,11,0
4567,SR,4,0
4568,KE,10,1
4569,TW,5,0
4570,KI,15,0
4571,CN,2,0
4572,AG,1,0
4573,TJ,19,0
4574,IS,15,0
4575,LB,2,0
4576,CO,18,1
4577,ER,18,0
4578,BF,4,1
4579,GM,6,1
4580,NE,7,0
4581,NO,19,1
4582,PG,5,1
4583,GA,24,1
4584,CV,20,0
4585,KR,13,0
4586,SD,3,0
4587,DJ,24,0
4588,AG,9,1
4589,MC,9,1
4590,SD,2,0
4591,PS,23,1
4592,UA,6,1
4593,CA,18,0
4594,FM,19,0
4595,CL,13,1
4596,RW,2,0
4597,MC,9,0
4598,BZ,17,1
4599,ZM,21,1
4600,MG,3,1
4601,MW,23,0
4602,GN,23,0
4603,AT,16,0
4604,TR,16,1
4605,PS,21,0
4606,RO,15,1
4607,RW,21,0
4608,IQ,13,0
4609,SD,5,1
4610,DK,9,1
4611,BD,23,0
4612,BO,4,1
4613,SA,1,1
4614,AO,15,0
4615,PA,3,0
4616,BZ,3,1
4617,LS,11,0
4618,MD,15,1
4619,QA,20,1
4620,GR,23,0
4621,ST,19,0
4622,TM,14,1
4623,ZM,9,1
4624,RU,21,1
4625,BO,9,1
4626,PG,17,0
4627,BR,1,0
4628,NO,21,0
4629,PY,12,1
4630,LK,7,1
4631,KN,14,1
4632,RU,0,0
4633,AZ,22,0
4634,LY,11,1
4635,VA,23,0
4636,GB,19,1
4637,RO,11,1
4638,AU,18,1
4639,TN,13,0
4640,NO,21,0
4641,SA,7,0
4642,UA,14,1
4643,HN,21,0
4644,BA,20,1
4645,AF,18,1
4646,HN,21,0
4647,PE,3,0
4648,LC,1,0
4649,MH,5,1
4650,BJ,17,1
4651,GA,6,1
4652,FR,17,1
4653,MX,6,1
4654,DK,21,1
4655,PL,9,1
4656,FJ,21,1
4657,KP,19,1
4658,GT,4,0
4659,LS,22,1
4660,GB,24,1
4661,JO,1,1
4662,UY,16,1
4663,IS,9,1
4664,GE,16,0
4665,UZ,9,1
4666,EC,21,0
4667,BE,6,1
4668,KH,10,1
4669,TR,16,1
4670,PL,14,1
4671,PY,17,1
4672,KH,18,1
4673,MU,1,1
4674,NG,23,1
4675,MX,0,1
4676,CN,8,0
4677,CI,8,1
4678,TN,14,1
4679,TL,1,0
4680,MX,13,1
4681,GD,24,0
4682,ZM,17,1
4683,GT,7,1
4684,JM,12,1
4685,GQ,6,0
4686,LA,19,1
4687,SI,5,1
4688,PT,1,1
4689,LS,8,1
4690,CO,16,1
4691,GM,13,1
4692,VE,20,0
4693,PK,16,0
4694,MZ,7,1
4695,LI,8,1
4696,SD,23,1
4697,ME,20,0
4698,KM,4,0
4699,GN,22,0
4700,TG,17,1
4701,NL,8,0
4702,TJ,3,0
4703,ML,16,1
4704,CF,12,1
4705,BE,3,1
4706,TR,7,0
4707,BF,4,1
4708,ID,2,0
4709,SL,19,0
4710,CU,20,1
4711,KE,6,1
4712,ID,23,1
4713,MG,18,0
4714,DJ,0,0
4715,GN,8,1
4716,CZ,16,0
4717,MC,2,1
4718,TW,0,1
4719,IR,16,1
4720,GT,19,1
4721,AR,18,1
4722,BT,5,0
4723,DZ,23,1
4724,AO,20,0
4725,KH,2,1
4726,TZ,22,0
4727,UY,10,1
4728,IQ,19,1
4729,UZ,8,1
4730,HU,5,0
4731,NL,14,1
4732,MY,6,1
4733,DK,15,0
4734,VU,5,1
4735,LR,16,1
4736,RS,10,0
4737,KM,4,1
4738,PL,15,0
4739,SD,14,1
4740,SE,5,0
4741,SK,16,1
4742,FI,17,1
4743,BH,9,1
4744,SL,14,0
4745,UY,15,1
4746,SN,19,1
4747,SR,15,1
4748,KE,3,1
4749,PK,4,1
4750,ST,19,1
4751,FM,21,1
4752,ID,1,1
4753,KH,3,1
4754,TW,7,0
4755,MD,8,1
4756,CI,24,1
4757,RU,24,0
4758,US,22,0
4759,LK,20,0
4760,TW,16,1
4761,IE,11,0
4762,SO,11,1
4763,ER,17,1
4764,IE,21,0
4765,TV,2,1
4766,MC,8,0
4767,SB,3,1
4768,IL,6,1
4769,SE,13,1
4770,NE,2,0
4771,NI,3,0
4772,GT,24,0
4773,KM,8,0
4774,SA,5,1
4775,CU,0,1
4776,NO,24,0
4777,LY,3,0
4778,MZ,16,1
4779,BG,16,0
4780,BR,1,1
4781,NO,0,1
4782,AG,16,1
4783,FM,5,1
4784,ER,16,1
4785,KZ,15,1
4786,DK,0,0
4787,SN,12,1
4788,TV,18,1
4789,QA,14,1
4790,AO,20,1
4791,SE,14,0
4792,NL,4,1
4793,NP,1,0
4794,SB,20,1
4795,ME,3,1
4796,SB,24,0
4797,GH,11,1
4798,SV,4,0
4799,SO,0,1
4800,KI,11,0
4801,YE,14,1
4802,PS,14,0
4803,JP,5,0
4804,PE,12,1
4805,DO,14,1
4806,SB,4,0
4807,AG,5,1
4808,EC,7,0
4809,LT,14,0
4810,CH,0,1
4811,CO,24,0
4812,GH,4,0
4813,KM,20,1
4814,PE,9,1
4815,NG,6,1
4816,YE,9,0
4817,KE,0,0
4818,RW,22,1
4819,RW,6,0
4820,LA,0,1
4821,JM,7,1
4822,ES,20,1
4823,PK,16,0
4824,MR,1,0
4825,LR,11,0
4826,CZ,7,0
4827,GH,12,0
4828,CA,21,0
4829,VA,1,0
4830,JP,17,0
4831,NZ,15,0
4832,TJ,24,0
4833,LR,10,1
4834,AL,10,0
4835,LY,13,0
4836,LT,5,0
4837,RS,11,1
4838,CD,20,1
4839,VE,22,0
4840,LK,9,0
4841,LV,9,1
4842,VN,13,0
4843,SI,15,1
4844,TO,8,1
4845,TG,0,1
4846,ST,24,0
4847,CG,12,1
4848,ZW,9,1
4849,NI,7,1
4850,CR,14,1
4851,HR,7,1
4852,SR,7,1
4853,FJ,7,0
4854,RU,4,0
4855,BZ,18,1
4856,AG,0,0
4857,MK,20,1
4858,SZ,5,1
4859,ER,8,1
4860,YE,20,1
4861,CL,23,0
4862,KR,6,1
4863,NZ,22,0
4864,GN,23,1
4865,AM,16,1
4866,LC,17,0
4867,CN,12,0
4868,DM,3,0
4869,SV,7,1
4870,AE,7,1
4871,ER,8,1
4872,KM,10,0
4873,BT,16,1
4874,SG,8,1
4875,FI,5,0
4876,AZ,15,1
4877,CF,24,0
4878,MY,18,1
4879,TV,5,0
4880,ET,7,1
4881,SE,16,0
4882,BR,12,1
4883,BZ,16,0
4884,CO,0,1
4885,DK,2,1
4886,KR,11,1
4887,KW,10,1
4888,NO,10,0
4889,MV,16,0
4890,MT,10,0
4891,LC,6,1
4892,GM,11,1
4893,BZ,13,1
4894,LC,3,1
4895,IS,0,0
4896,CF,23,0
4897,IT,3,1
4898,AR,1,1
4899,SZ,4,0
4900,ME,18,0
4901,BA,23,1
4902,TT,6,1
4903,TM,22,1
4904,UY,15,1
4905,AE,24,0
4906,TL,0,0
4907,JO,19,0
4908,IS,14,0
4909,CR,10,1
4910,NG,0,0
4911,BA,2,0
4912,DK,10,1
4913,NI,2,0
4914,NA,17,0
4915,NP,17,0
4916,MY,23,1
4917,CY,19,0
4918,ZA,14,0
4919,JM,22,1
4920,GY,21,0
4921,JM,23,0
4922,AG,7,1
4923,KM,9,1
4924,CR,2,1
4925,SI,5,0
4926,BH,13,1
4927,ES,14,1
4928,GQ,0,0
4929,ET,12,0
4930,GH,16,0
4931,TM,4,1
4932,LR,17,1
4933,UG,2,1
4934,PY,14,0
4935,FJ,21,1
4936,BT,19,0
4937,SR,10,0
4938,TV,10,0
4939,EC,14,1
4940,TM,21,0
4941,VC,15,1
4942,AG,24,0
4943,MW,22,1
4944,MR,13,0
4945,LC,3,1
4946,GW,2,1
4947,PS,21,0
4948,SZ,14,0
4949,BF,4,0
4950,TD,17,1
4951,NE,24,0
4952,KH,2,0
4953,MY,17,0
4954,AG,16,1
4955,BW,19,0
4956,AU,11,1
4957,LI,20,0
4958,NA,0,1
4959,AR,15,1
4960,MK,4,0
4961,AZ,8,0
4962,BD,21,0
4963,LY,15,0
4964,LA,7,1
4965,SV,22,1
4966,BH,13,1
4967,LU,17,1
4968,BN,23,1
4969,GB,21,0
4970,CV,22,0
4971,VA,14,0
4972,LB,13,0
4973,CV,16,1
4974,MY,16,0
4975,VE,14,0
4976,AL,13,1
4977,KW,22,0
4978,LT,4,0
4979,LY,9,1
4980,PE,0,0
4981,SI,4,1
4982,NA,12,0
4983,CM,15,0
4984,CD,7,0
4985,SD,21,0
4986,SE,22,0
4987,IT,11,1
4988,YE,18,1
4989,CR,14,0
4990,NA,5,1
4991,MD,1,0
4992,CY,19,1
4993,SR,9,0
4994,TN,16,1
4995,MY,1,1
4996,IN,1,1
4997,BW,24,1
4998,GQ,18,1
4999,AR,2,0
5000,NZ,17,0
5001,FR,4,0
5002,SE,9,1
5003,SA,17,0
5004,CL,14,0
5005,HN,16,0
5006,CZ,20,0
5007,ID,16,0
5008,RU,11,1
5009,BI,10,1
5010,CG,1,0
5011,TD,5,1
5012,HN,9,1
5013,AU,17,1
5014,ML,11,1
5015,AR,22,1
5016,NO,22,0
5017,OM,24,0
5018,RS,1,0
5019,AO,22,0
5020,MW,11,1
5021,HN,23,0
5022,TW,24,0
5023,AM,5,0
5024,MX,4,1
5025,UY,14,0
5026,ST,5,0
5027,CN,8,1
5028,TZ,17,1
5029,GR,0,0
5030,MM,1,1
5031,GD,17,1
5032,ID,14,0
5033,PK,14,0
5034,MK,10,1
5035,ZA,22,0
5036,GE,20,1
5037,LB,17,1
5038,CY,17,0
5039,TM,1,0
5040,ME,3,0
5041,MH,8,1
5042,QA,2,0
5043,BH,6,1
5044,CV,7,1
5045,UG,16,1
5046,SV,18,0
5047,SN,8,0
5048,DJ,19,0
5049,PE,17,1
5050,RW,18,1
5051,MY,1,0
5052,CM,7,0
5053,AU,15,1
5054,TH,2,0
5055,GT,9,0
5056,BY,16,0
5057,KP,5,1
5058,CY,20,1
5059,MG,11,1
5060,SK,22,1
5061,LI,0,0
5062,GR,7,0
5063,AD,22,0
5064,PS,21,1
5065,MG,24,1
5066,KR,3,0
5067,VE,14,1
5068,TO,15,0
5069,ST,7,1
5070,PG,6,1
5071,MR,21,0
5072,FM,24,0
5073,CO,12,0
5074,EE,13,1
5075,HT,9,1
5076,UZ,23,0
5077,MU,11,0
5078,SZ,13,1
5079,UY,11,0
5080,KR,13,0
5081,BG,9,1
5082,LI,12,0
5083,VU,4,0
5084,NG,13,0
5085,AF,24,1
5086,BS,3,0
5087,PW,1,0
5088,AE,10,0
5089,CF,9,0
5090,MU,3,1
5091,UY,4,0
5092,GA,17,0
5093,KN,12,0
5094,NI,24,0
5095,BR,4,1
5096,BS,21,1
5097,PH,4,0
5098,MK,2,0
5099,GH,23,0
5100,AZ,1,1
5101,SG,6,0
5102,ES,20,0
5103,LU,20,1
5104,TR,8,0
5105,BH,7,1
5106,ES,6,0
5107,LA,6,0
5108,VA,21,0
5109,IE,11,0
5110,HT,0,0
5111,AD,11,1
5112,FJ,11,0
5113,FI,2,0
5114,BB,8,1
5115,QA,21,1
5116,TT,11,0
5117,TR,1,0
5118,GD,6,1
5119,FJ,10,1
5120,EG,2,0
5121,HU,23,0
5122,AF,7,1
5123,VC,4,0
5124,AF,11,1
5125,AF,23,1
5126,GB,9,1
5127,LV,18,0
5128,PT,0,0
5129,SB,16,1
5130,AR,18,1
5131,LR,5,1
5132,ES,13,1
5133,KP,24,1
5134,TH,13,1
5135,BH,4,0
5136,BZ,15,1
5137,NZ,3,0
5138,FJ,14,0
5139,KM,20,1
5140,KW,7,1
5141,UA,3,1
5142,TT,3,0
5143,VA,23,0
5144,MG,23,0
5145,EE,14,1
5146,ER,8,1
5147,DZ,24,0
5148,AO,9,1
5149,LT,17,1
5150,AR,7,1
5151,RU,16,1
5152,CA,5,1
5153,ML,20,1
5154,TZ,19,0
5155,NO,6,0
5156,FJ,23,1
5157,AD,9,0
5158,BF,2,0
5159,KG,21,1
5160,YE,24,1
5161,CR,0,0
5162,BW,9,0
5163,CU,17,0
5164,MR,13,1
5165,HR,0,1
5166,TD,15,0
5167,VE,18,1
5168,CF,24,1
5169,PE,13,1
5170,CU,1,0
5171,VN,16,1
5172,PY,12,1
5173,TM,5,1
5174,BA,4,0
5175,MY,1,0
5176,CD,17,0
5177,MD,14,0
5178,MC,23,1
5179,JM,8,0
5180,AU,9,1
5181,OM,5,1
5182,MY,2,0
5183,IR,8,1
5184,RO,20,0
5185,NE,23,1
5186,SM,16,1
5187,LY,22,0
5188,KH,0,0
5189,AD,14,1
5190,NL,1,0
5191,MT,21,1
5192,BJ,9,0
5193,PH,23,0
5194,CN,20,1
5195,EC,10,0
5196,LT,5,0
5197,GA,12,1
5198,AM,21,0
5199,IL,21,1
5200,BN,17,1
5201,AG,16,0
5202,AU,23,0
5203,US,1,1
5204,TH,13,1
5205,IT,9,1
5206,MV,2,0
5207,IL,10,1
5208,BB,14,1
5209,NE,11,1
5210,PW,19,1
5211,PG,17,1
5212,IN,24,0
5213,NG,21,1
5214,LY,8,0
5215,ZM,12,1
5216,NZ,12,0
5217,AG,12,0
5218,HR,14,1
5219,IN,18,1
5220,GM,12,1
5221,TD,19,1
5222,MH,6,0
5223,KZ,4,0
5224,BH,23,0
5225,PG,13,0
5226,SY,13,0
5227,SM,22,1
5228,CF,2,0
5229,KM,19,1
5230,MU,2,0
5231,KG,5,0
5232,EE,17,0
5233,BG,4,0
5234,AR,4,0
5235,GW,0,1
5236,PE,8,1
5237,PW,22,1
5238,ZM,17,1
5239,JP,23,0
5240,TJ,8,1
5241,TZ,17,0
5242,HU,13,0
5243,TJ,13,0
5244,BT,1,1
5245,JM,19,0
5246,IT,18,1
5247,MR,2,1
5248,CU,3,0
5249,MD,12,1
5250,MT,17,0
5251,SN,12,1
5252,LV,13,1
5253,SR,9,0
5254,LV,18,1
5255,LS,24,0
5256,TO,1,1
5257,UY,3,1
5258,AT,6,0
5259,AG,4,0
5260,SG,5,1
5261,LT,24,0
5262,KM,20,1
5263,VC,14,0
5264,MV,20,1
5265,AE,19,0
5266,MU,10,1
5267,IR,9,1
5268,SV,12,1
5269,TZ,3,1
5270,CL,9,1
5271,FJ,18,1
5272,MR,10,1
5273,AG,3,0
5274,ES,0,1
5275,TT,7,1
5276,LI,18,0
5277,ZM,23,1
5278,WS,2,1
5279,ER,11,0
5280,GB,23,1
5281,TV,16,1
5282,KW,0,0
5283,BN,14,0
5284,BT,7,1
5285,MD,12,0
5286,SO,0,0
5287,ME,22,1
5288,JM,22,1
5289,BA,20,1
5290,TT,0,1
5291,SK,3,1
5292,KG,0,1
5293,AL,24,1
5294,BO,20,0
5295,FR,16,0
5296,LB,7,0
5297,FR,18,1
5298,GT,21,1
5299,GA,22,0
5300,BB,7,1
5301,BD,11,1
5302,IT,1,0
5303,ID,0,0
5304,NZ,5,0
5305,NL,10,0
5306,BO,19,0
5307,GY,24,0
5308,BO,14,0
5309,SL,9,0
5310,GY,0,1
5311,GB,17,1
5312,TV,17,0
5313,PG,0,0
5314,LR,21,1
5315,GY,14,0
5316,CV,5,0
5317,NR,17,1
5318,DK,6,1
5319,DO,3,1
5320,SD,21,1
5321,MG,19,1
5322,BF,7,0
5323,SL,13,1
5324,LS,4,0
5325,ML,18,1
5326,KN,22,0
5327,CM,10,0
5328,BW,16,0
5329,ER,10,1
5330,TG,3,0
5331,GR,14,0
5332,LI,11,1
5333,AD,7,1
5334,EE,18,1
5335,TJ,18,1
5336,EC,2,0
5337,ME,11,1
5338,IT,2,0
5339,VC,0,0
5340,FR,8,1
5341,AT,10,1
5342,IT,15,0
5343,LI,23,0
5344,EC,24,1
5345,IL,17,1
5346,KW,16,0
5347,PK,4,0
5348,MZ,13,1
5349,HT,18,0
5350,SG,24,0
5351,RS,11,0
5352,EE,11,0
5353,GN,23,1
5354,VA,18,0
5355,GE,23,1
5356,GA,8,0
5357,AU,10,1
5358,IE,8,0
5359,GT,15,1
5360,SK,6,0
5361,PL,1,1
5362,IS,23,1
5363,MZ,24,1
5364,TG,10,0
5365,GY,20,1
5366,MC,20,0
5367,TL,7,1
5368,BS,1,0
5369,IQ,21,1
5370,HN,1,0
5371,RO,0,0
5372,CU,7,0
5373,DE,0,1
5374,LV,7,1
5375,MC,24,1
5376,ZM,7,0
5377,KH,12,1
5378,MZ,12,1
5379,HR,8,1
5380,AU,13,1
5381,TZ,7,1
5382,AU,1,0
5383,GN,18,1
5384,PS,12,1
5385,CY,8,1
5386,VN,6,0
5387,NP,6,1
5388,CG,18,0
5389,TG,22,1
5390,KE,15,1
5391,WS,11,0
5392,BF,16,1
5393,MK,22,1
5394,LV,9,1
5395,NE,2,1
5396,BW,0,0
5397,MR,6,1
5398,NP,19,0
5399,RS,7,1
5400,KW,5,1
5401,SM,14,0
5402,WS,7,1
5403,HN,6,0
5404,CA,18,1
5405,MT,22,0
5406,CZ,12,1
5407,TZ,8,0
5408,SR,2,0
5409,JO,21,1
5410,ME,6,0
5411,SD,23,0
5412,KG,13,1
5413,TH,10,1
5414,PH,18,0
5415,KN,16,0
5416,BS,1,1
5417,BT,4,0
5418,SI,22,0
5419,BN,4,0
5420,DM,4,0
5421,SV,8,1
5422,AR,0,0
5423,EE,14,1
5424,MT,11,0
5425,ID,7,1
5426,SR,22,1
5427,MY,14,1
5428,IR,10,1
5429,PL,5,1
5430,EC,4,0
5431,SE,15,1
5432,SZ,18,0
5433,GD,6,0
5434,BO,6,1
5435,SN,10,0
5436,TM,11,1
5437,UG,4,0
5438,MN,10,1
5439,DZ,9,1
5440,HR,7,0
5441,PT,5,0
5442,BN,4,0
5443,ZA,15,1
5444,SL,23,1
5445,MW,12,1
5446,LC,24,0
5447,MT,20,0
5448,PW,15,0
5449,HT,10,0
5450,PA,5,0
5451,GW,1,1
5452,SY,0,1
5453,CF,0,1
5454,TH,22,1
5455,TJ,24,1
5456,NG,16,1
5457,SE,11,0
5458,CG,17,1
5459,DK,5,1
5460,SD,8,1
5461,KE,21,0
5462,NZ,23,1
5463,NO,14,0
5464,LV,9,1
5465,CH,8,0
5466,MX,17,1
5467,BF,11,1
5468,MU,18,1
5469,SG,21,0
5470,UA,15,1
5471,FR,11,0
5472,MU,16,0
5473,KR,24,1
5474,TO,16,1
5475,BY,20,0
5476,AU,19,1
5477,HU,2,1
5478,AE,11,0
5479,BW,22,1
5480,UY,11,0
5481,AF,1,0
5482,BF,21,0
5483,CM,7,1
5484,IR,9,1
5485,LS,12,0
5486,UY,18,0
5487,AO,11,0
5488,SR,11,1
5489,RS,9,1
5490,VC,13,1
5491,EE,12,1
5492,CR,23,1
5493,ID,22,1
5494,EG,19,0
5495,GH,7,1
5496,MT,16,0
5497,GA,17,1
5498,VU,5,1
5499,AZ,5,0
5500,CR,15,1
5501,SN,5,1
5502,HR,13,1
5503,SO,18,0
5504,ST,8,1
5505,AG,20,1
5506,DZ,18,0
5507,AO,21,0
5508,CM,11,1
5509,KW,9,0
5510,TZ,18,1
5511,GA,9,0
5512,IS,10,0
5513,BN,17,1
5514,TV,8,0
5515,AO,9,1
5516,HR,9,0
5517,MY,14,0
5518,RU,3,0
5519,KI,1,0
5520,AR,19,0
5521,TL,19,0
5522,TH,9,1
5523,ID,16,0
5524,LV,8,0
5525,ET,13,1
5526,CN,14,0
5527,BJ,14,0
5528,GN,24,1
5529,DE,5,0
5530,BY,16,1
5531,ES,10,1
5532,LV,1,0
5533,CY,14,0
5534,SV,19,0
5535,LK,12,0
5536,AU,12,1
5537,DK,12,1
5538,GY,14,0
5539,IE,6,1
5540,MA,20,1
5541,MY,6,0
5542,CF,19,0
5543,CD,17,1
5544,SA,2,1
5545,HT,0,1
5546,SV,24,1
5547,MA,6,1
5548,PL,14,1
5549,FM,23,0
5550,US,11,0
5551,TW,0,0
5552,VC,20,1
5553,BA,18,0
5554,BW,15,1
5555,GH,23,1
5556,GY,9,0
5557,UZ,11,0
5558,AO,12,1
5559,NP,11,1
5560,TL,1,0
5561,DJ,15,0
5562,UY,18,1
5563,MR,9,1
5564,BZ,11,1
5565,IL,1,0
5566,BN,18,1
5567,BE,10,1
5568,EG,23,1
5569,VE,14,0
5570,BH,0,1
5571,PS,4,0
5572,KM,14,1
5573,AT,13,0
5574,MW,17,0
5575,GH,6,1
5576,SC,18,1
5577,NR,18,0
5578,ES,1,1
5579,IR,11,0
5580,SN,11,1
5581,CF,8,0
5582,IS,7,0
5583,BZ,8,1
5584,MG,13,1
5585,FI,10,1
5586,PT,20,0
5587,TG,9,1
5588,AM,2,1
5589,MW,6,1
5590,MX,8,0
5591,SC,0,1
5592,CH,15,0
5593,LV,10,1
5594,LS,21,1
5595,MM,13,0
5596,JO,16,0
5597,BA,6,1
5598,HN,13,1
5599,RO,12,0
5600,TL,14,0
5601,GM,11,0
5602,GY,17,1
5603,MZ,4,1
5604,GQ,3,0
5605,SI,1,0
5606,KM,18,0
5607,ES,6,0
5608,JM,3,0
5609,AM,19,0
5610,HT,23,1
5611,HU,3,1
5612,DK,1,1
5613,MU,16,1
5614,QA,24,0
5615,HU,20,1
5616,MW,14,0
5617,AO,3,0
5618,KH,15,1
5619,BH,22,1
5620,BY,13,1
5621,UY,6,1
5622,AM,13,1
5623,AO,11,1
5624,UY,24,0
5625,TR,16,1
5626,MD,19,0
5627,ZW,14,0
5628,BF,7,0
5629,FI,16,0
5630,DZ,3,0
5631,LR,24,0
5632,NA,19,0
5633,LA,3,0
5634,TW,8,0
5635,TV,19,1
5636,SA,11,1
5637,BE,5,0
5638,FR,13,0
